label,qid,instance_of_qid
South Darfur,Q838778,Q746290
South Dublin,Q822865,Q85637361
South East Community Development Council,Q1687545,Q4426538
South Eastern State,Q27536370,Q465842
South Eleuthera,Q2699715,Q1230132
South Ethiopia Regional State,Q122148951,Q1057504
South Georgia and the South Sandwich Islands,Q35086,Q46395
South Governorate,Q223643,Q844713
South Gyeongsang,Q41151,Q4925355
South Hamgyeong,Q7567410,Q4925355
South Hamgyong Province,Q109368,Q15620174
South Holland,Q694,Q134390
South Hwanghae Province,Q626052,Q15620174
South Jeolla,Q41161,Q4925355
South Jutland County,Q164071,Q876730
South Kalimantan,Q3906,Q5098
South Karelia,Q5691,Q193512
South Khorasan Province,Q171551,Q1344695
South Kivu,Q488326,Q654140
South Kordofan,Q465490,Q746290
South Kurzeme Municipality,Q97230452,Q3345345
South Malé Atoll,Q957929,Q757549
South Moravia,Q960992,Q20724764
South Moravian Region,Q192697,Q38911
South Ostrobothnia,Q5692,Q193512
South Papua,Q61439296,Q5098
South Pemba Region,Q498067,Q845820
South Province,Q7568276,Q18592110
South Pyeongan,Q2949550,Q4925355
South Pyongan Province,Q109380,Q15620174
South Savo,Q5693,Q193512
South Sinai Governorate,Q30815,Q204910
South Sulawesi,Q5078,Q5098
South Sumatra,Q2271,Q12479773
South West Community Development Council,Q5784126,Q4426538
South-East District,Q57695,Q57368
Southeast Sulawesi,Q5075,Q5098
Southern Bohemia,Q3509827,Q20724764
Southern Denmark,Q26061,Q62326
Southern District,Q188781,Q193560
Southern District,Q57609,Q57368
Southern Dzongdey,Q3575751,Q4160883
Southern Governorate,Q838532,Q867606
Southern Highlands Province,Q849801,Q1053630
Southern Leyte,Q13884,Q24746
Southern Liech State,Q25101091,Q496539
"Southern Nations, Nationalities, and Peoples' Region",Q203193,Q1057504
Southern Peninsula Region,Q212768,Q842100
Southern Province,Q738382,Q15313730
Southern Province,Q772185,Q1145005
Southern Province,Q853162,Q871217
Southern Province,Q876308,Q861559
Southern Red Sea Region,Q27928,Q874223
Southern Region,Q204796,Q842100
Southern Region,Q868784,Q3271886
Southern Region,Q20199405,Q7309296
Southern Region,Q107021604,Q3455648
Southland Region,Q864971,Q216712
Southwest,Q607499,Q869042
Southwest Ethiopia Regional State,Q109788993,Q1057504
Southwest Finland,Q5712,Q193512
Southwest Papua,Q115253263,Q5098
Southwestern Krai,Q2376603,Q671370
Spanish Netherlands,Q622783,Q26830017
Spanish Wells,Q1771681,Q1230132
Split-Dalmatia County,Q58253,Q57053
Srem District,Q217331,Q648681
Stanisławów Voivodeship,Q782593,Q150093
Stann Creek District,Q502652,Q765865
Stara Zagora,Q2012583,Q209824
Staro Nagoričane Municipality,Q2128903,Q646793
Staropolskie Voivodeship,Q7602167,Q110736820
State of Brandenburg,Q1801895,Q1801891
State of Costa Rica,Q68256371,Q65183056
State of Guatemala,Q68257522,Q65183056
State of Honduras,Q68253870,Q65183056
State of Mexico,Q82112,Q15149663
State of Nicaragua,Q68257039,Q65183056
State of Saxony-Anhalt,Q27916627,Q1801891
Stavropol Krai,Q5207,Q831740
Steppes General Governorate,Q1501831,Q671370
Stift Corvey,Q15130492,Q26830017
Stockholm County,Q104231,Q200547
Stolberg-Rossla,Q1401611,Q26830017
Stopiče,Q2295757,Q20522070
Stopiņi Municipality,Q2299214,Q110211119
Storojineț County,Q7620324,Q41720204
Storstrøm County,Q183315,Q876730
Strenči Municipality,Q2299223,Q110211119
Struga Municipality,Q749618,Q646793
Strumica (theme),Q21114792,Q379817
Strumica Municipality,Q2308287,Q646793
Strymon,Q746374,Q379817
Strășeni,Q2006102,Q1963041
Strășeni District,Q878308,Q15068450
Studeničani Municipality,Q2088034,Q646793
Stung Treng Province,Q837889,Q7252589
Styria,Q41358,Q261543
Stäkes County,Q49100423,Q10671645
Stężyca Land,Q9391135,Q1248049
Subcarpathian Voivodeship,Q54175,Q150093
Subdivisions of the Socialist Federal Republic of Yugoslavia,Q12959600,Q10864048
Suceava County,Q181209,Q1776764
Suceava County,Q18548280,Q41720204
Suceava County,Q61085162,Q41720204
Suchitepéquez Department,Q883734,Q27448
Sucre,Q205824,Q501094
Sucre Department,Q235188,Q215655
Sucumbíos Province,Q499456,Q719987
Sud,Q936704,Q62127
Sud-Est,Q936717,Q62127
Sud-Ubangi,Q834551,Q654140
Sudurpashchim Province,Q25104019,Q22049119
Suez Governorate,Q31070,Q204910
Sughd Province,Q241582,Q867545
Suhl District,Q48106,Q15630895
Suiyuan Province,Q1151036,Q9319988
Sukhothai,Q380764,Q50198
Sukhumi District,Q620937,Q13220372
Sul Province,Q13378476,Q18592472
Sulaymaniyah Governorate,Q213182,Q841753
Sulaymaniyah Sanjak,Q51158438,Q330425
Sultan Kudarat,Q13885,Q24746
Sumgait,Q179833,Q56557664
Sumy Oblast,Q170446,Q3348196
Sungkiang,Q516223,Q9319988
Suphan Buri,Q272247,Q50198
Surat Thani,Q240463,Q50198
Surigao del Norte,Q13889,Q24746
Surigao del Sur,Q13891,Q24746
Surin,Q380757,Q50198
Suriname,Q2688457,Q1649296
Surxondaryo Region,Q487537,Q842420
Suwałki Voivodeship,Q1755166,Q150093
Suğla sanjak,Q20988511,Q330425
Svalbard,Q25231,Q10864048
Svartsjö County,Q4994050,Q64624092
Svay Rieng Province,Q751864,Q7252589
Sverdlovsk Oblast,Q5462,Q835714
Sveta Ana Municipality,Q990063,Q328584
Sveti Nikole Municipality,Q2308277,Q646793
Syburi,Q44163553,Q50198
Sylhet Division,Q459732,Q878040
Syria Vilayet,Q1372503,Q1462047
Syrian District,Q107996369,Q10864048
Syunik (historic province),Q13583148,Q4073603
Syunik Province,Q2523428,Q514860
Szabolcs-Szatmár-Bereg County,Q190518,Q188604
Szczecin Voivodeship,Q423946,Q150093
Szczecin Voivodeship,Q25413617,Q150093
Szeged,Q81581,Q681277
Szekszárd,Q189761,Q681277
Szigetvár vilayet,Q119826988,Q44565
Szolnok,Q181276,Q681277
Szombathely,Q42007,Q681277
Székesfehérvár,Q130212,Q681277
Sánchez Ramírez Province,Q1836903,Q913337
São João das Duas Barras,Q27494556,Q616981
São Paulo,Q175,Q485258
São Paulo Province,Q10354757,Q616981
São Pedro do Rio Grande do Sul Province,Q10375978,Q616981
São Tomé Province,Q6710363,Q1051411
Sédhiou,Q589848,Q847667
Ségou Region,Q656845,Q743074
Sétif Province,Q237164,Q240601
Sîngerei District,Q1796621,Q15068450
Sóc Trăng,Q33272,Q137325529
Sông Bé,Q10822747,Q137325529
Södermanland County,Q106915,Q200547
Sør-Trøndelag,Q50628,Q83640434
Sükhbaatar Province,Q244804,Q50399
Sălaj County,Q190690,Q1776764
Sălaj County,Q18547725,Q41720204
Sēja Municipality,Q2299447,Q110211119
Słupsk Voivodeship,Q1753245,Q150093
Sơn La,Q33379,Q2824648
T'ien-ching,Q46451010,Q2225003
Ta'izz Governorate,Q388330,Q331130
Ta-lien,Q46451365,Q2225003
Tabasco,Q80914,Q15149663
Tabora Region,Q153335,Q845820
Tabuk Province,Q1315953,Q15728204
Tacna Department,Q207413,Q861184
Tacuarembó Department,Q16587,Q56059
Tadjourah Region,Q645896,Q1202812
Tafea,Q576417,Q847299
Tafilah Governorate,Q750259,Q867567
Tagant,Q843903,Q846327
Tahaa,Q926768,Q84598477
Tahoua Region,Q871083,Q859869
Tahuata,Q1307016,Q84598477
Taiarapu-Est,Q2304334,Q84598477
Taiarapu-Ouest,Q2304257,Q84598477
Taichung,Q245023,Q2225003
Taichung,Q15897444,Q83020
Taichung County,Q701682,Q706447
Taichū Prefecture,Q697890,Q69936573
Taihoku Prefecture,Q697946,Q69936573
Tainan,Q140631,Q2225003
Tainan City,Q15895448,Q83020
Tainan County,Q477601,Q706447
Tainan Prefecture,Q697894,Q69936573
Taipei,Q56283112,Q83020
Taipei,Q1867,Q2225003
Taipei County,Q24287568,Q706447
Taita–Taveta County,Q7193788,Q269218
Taitung County,Q249904,Q706447
Taiwan,Q57251,Q1615742
Taiwan Province,Q32081,Q9319988
Tajik Soviet Socialist Republic,Q199711,Q236036
Tajura wa Arba‘ District,Q209753,Q48242
Tak,Q275758,Q50198
Takamaka,Q2287379,Q1149621
Takao Prefecture,Q697874,Q69936573
Takaroa,Q1705290,Q84598477
Takhar Province,Q186395,Q158683
Takua Pa,Q13014100,Q50198
Takéo Province,Q613345,Q7252589
Talas Region,Q109838,Q693039
Talsi Municipality,Q2302964,Q110211119
Talsi Municipality,Q97232890,Q3345345
Tamanrasset Province,Q229467,Q240601
Tamaulipas,Q80007,Q15149663
Tambacounda Region,Q848554,Q847667
Tambov Oblast,Q3550,Q43263
Tambov Viceroyalty,Q16719055,Q4312761
Tamil Nadu,Q1445,Q12443800
Tana River County,Q383150,Q269218
Tandjilé Region,Q867856,Q640262
Tanga Region,Q389737,Q845820
Tanganyika Province,Q826585,Q654140
Tangier-Tetouan-Al Hoceima,Q19951300,Q845643
Tanintharyi Region,Q843954,Q15072454
Tannounyan,Q850043,Q867094
Taoudénit Region,Q2424657,Q743074
Taoyuan,Q115256,Q2225003
Taoyuan County,Q25303104,Q706447
Tapoa Province,Q621983,Q867094
Taputapuatea,Q1649742,Q84598477
Taraba State,Q463959,Q465842
Taraclia County,Q17627479,Q4469598
Taraclia District,Q865884,Q15068450
Taranaki Region,Q140207,Q216712
Tarapacá Region,Q2114,Q590080
Targovishte,Q2012589,Q209824
Tarhuna wa Msalata District,Q1544750,Q48242
Tarija Department,Q233933,Q250050
Tarnobrzeg Voivodeship,Q1416177,Q150093
Tarnopol Voivodeship,Q401499,Q150093
Tarnów Voivodeship,Q1537298,Q150093
Tartar District,Q477168,Q13417250
Tartu County,Q192370,Q189672
Tartus Governorate,Q232382,Q517351
Tashkent,Q269,Q10864048
Tashkent Region,Q487585,Q842420
Tasman District,Q666142,Q216712
Tasmania,Q34366,Q5852411
Tatabánya,Q187821,Q681277
Tatakoto,Q1649851,Q84598477
Tataouine Governorate,Q327045,Q690084
Tatarstan,Q5481,Q41162
Tauragė District Municipality,Q2071640,Q17301072
Tavush Province,Q201140,Q514860
Tawi-Tawi,Q13893,Q24746
Tayk,Q15141657,Q4073603
Tbong Khmum Province,Q15623578,Q7252589
Tearce Municipality,Q2282274,Q646793
Tecuci County,Q18548492,Q41720204
Tehran Province,Q590866,Q1344695
Tekirdağ Metropolitan Municipality,Q28479197,Q2716259
Tekirdağ Province,Q129387,Q48336
Tel Aviv District,Q192811,Q193560
Telangana,Q677037,Q12443800
Telemark,Q2254,Q192299
Telenești District,Q2129025,Q15068450
Teleorman County,Q191653,Q1776764
Teleorman County,Q12731492,Q41720204
Telgehus County,Q10692465,Q10671645
Telšiai District Municipality,Q588916,Q17301072
Temburong District,Q263285,Q50427
Temesvár eyalet,Q3083571,Q44565
Temotu Province,Q936088,Q1025116
Tennessee,Q1509,Q35657
Terekeka State,Q25101075,Q496539
Terengganu,Q189701,Q15063586
Ternopil Oblast,Q173407,Q3348196
Terra d'Otranto,Q743941,Q26344166
Terra di Bari,Q43463726,Q26344166
Terra di Lavoro,Q25409697,Q26344166
Terra Mariana,Q2458532,Q26830017
Territory of New Guinea,Q1443945,Q11687019
Tete Province,Q605787,Q695469
Tetovo Municipality,Q3245456,Q646793
Teva I Uta,Q2304273,Q84598477
Texas,Q1439,Q35657
Texel Department,Q1820967,Q15631887
Thaa Atoll,Q2709118,Q757549
Thaba-Tseka District,Q817327,Q844531
Thanh Hóa,Q36512,Q2824648
Thanyaburi,Q13014097,Q50198
Tharaka Nithi County,Q2189432,Q269218
Theme of Koloneia (Albania),Q25535409,Q379817
Theme of Ohrid,Q21114797,Q379817
Theme of Philadelphia,Q21031182,Q379817
"Theme of Philippoupolis, Mora, Veroi and Achridos",Q21212418,Q379817
Theodosiopolis,Q21095957,Q379817
Thessalonica,Q2121803,Q379817
Thessaly Region,Q22807284,Q207299
Thimphu District,Q254889,Q831889
Thiès Region,Q847682,Q847667
Thonburi Province,Q6580711,Q50198
Thrace,Q1491574,Q379817
Thracesian Theme,Q2121813,Q379817
Thracia and Macedonia,Q21079301,Q379817
Thuringia,Q27916557,Q1801891
Thuringia,Q1205,Q1221156
Thái Bình,Q36681,Q137325529
Thái Nguyên,Q26575,Q2824648
Thủ Dầu Một,Q1851862,Q137325529
Thừa Thiên Huế,Q131746469,Q137325529
Tianjin,Q11736,Q1208802
Tiaret Province,Q233258,Q240601
Tibesti Region,Q737711,Q640262
Tibet Autonomous Region,Q17269,Q57362
Ticino Department,Q3708634,Q92938359
"Tierra del Fuego, Antarctica and South Atlantic Islands Province",Q44832,Q44753
Tiflis əyaləti,Q50821873,Q44565
Tighina County,Q2060610,Q4469598
Tighina County,Q12731490,Q41720204
Tigray Region,Q200127,Q1057504
Tillabéri Region,Q861914,Q859869
Timbuktu Region,Q339462,Q743074
Timimoun Province,Q21606903,Q240601
Timiș County,Q185586,Q1776764
Timiș-Torontal County,Q7806760,Q41720204
Tindouf Province,Q231151,Q240601
Tipasa Province,Q235814,Q240601
Tirana County,Q229892,Q104251
Tiraspol,Q132572,Q1963041
Tiraspol county,Q18548594,Q1776764
Tiraspol municipality,Q128790226,Q1963041
Tiris al-Gharbiyya,Q4458092,Q846327
Tiris Zemmour,Q859567,Q846327
Tissemsilt Province,Q235805,Q240601
Tivat Municipality,Q3738564,Q838549
Tizi Ouzou Province,Q233645,Q240601
Tiền Giang,Q36666,Q137325529
Tkvarcheli District,Q114966,Q13220372
Tlaxcala,Q82681,Q15149663
Tlemcen Province,Q233632,Q240601
Toamasina Province,Q639418,Q864133
Tobolsk Viceroyalty,Q4459158,Q4312761
Tochigi Prefecture,Q44843,Q50337
Togdheer Region,Q865590,Q1137691
Tokat Province,Q483195,Q48336
Tokushima Prefecture,Q160734,Q50337
Tokyo,Q1490,Q124313007
Toledo District,Q506049,Q765865
Toliara Province,Q162020,Q864133
Tolima Department,Q234501,Q215655
Tolna County,Q191625,Q188604
Tomsk Oblast,Q5884,Q43263
Tongatapu,Q10383165,Q20740204
Tonj State,Q25101059,Q496539
Toplica District,Q1048184,Q648681
Torba,Q822514,Q847299
Torteval,Q2671049,Q3365965
Toruń Voivodeship,Q1752927,Q150093
Totonicapán Department,Q885644,Q27448
Tottori Prefecture,Q133935,Q50337
Touggourt Province,Q77103880,Q240601
Tovuz District,Q388980,Q13417250
Toyama Prefecture,Q132929,Q50337
Tozeur Governorate,Q388059,Q690084
Trabzon,Q45301,Q2716259
Trabzon Metropolitan Municipality,Q28479199,Q2716259
Trabzon Province,Q388995,Q48336
Trakai District Municipality,Q1987743,Q17301072
Traki Voivodeship,Q9377211,Q150093
Trang,Q243805,Q50198
Trans-Nzoia county,Q1278653,Q269218
Transvaal Province,Q190959,Q191093
Trarza,Q859581,Q846327
Trashigang District,Q652773,Q831889
Trashiyangtse District,Q600200,Q831889
Trat,Q241884,Q50198
Travancore-Cochin,Q1538311,Q12443800
Trebizond eyalet,Q3854038,Q44565
Trebizond vilayet,Q116408,Q1462047
Trebnje Municipality,Q13378243,Q328584
Treinta y Tres Department,Q16610,Q56059
Trelawny Parish,Q1123340,Q936955
Trentino-South Tyrol,Q1237,Q1710033
Trenčín Region,Q183139,Q15057583
Triesen,Q49654,Q203300
Triesenberg,Q49651,Q203300
Trikala sanjak,Q16933247,Q330425
Trinity,Q2594704,Q2140214
Trinity Palmetto Point Parish,Q376738,Q1750854
Tripoli District,Q32837,Q48242
Tripoli eyalet,Q3934817,Q44565
Tripolitania eyalet,Q20396797,Q44565
Tripolitania sanjak,Q16120426,Q330425
Tripolitania vilayet,Q1529261,Q1462047
Tripura,Q1363,Q12443800
Tristan da Cunha,Q34625512,Q10864048
Trnava Region,Q181342,Q15057583
Trnovo,Q4863552,Q12806962
Troms,Q50631,Q192299
Troms og Finnmark,Q52600648,Q192299
Trongsa District,Q728938,Q831889
Trujillo,Q202068,Q501094
Trà Vinh,Q36615,Q137325529
Trøndelag,Q127676,Q192299
Tshopo,Q630900,Q654140
Tshuapa,Q427246,Q654140
Tsirang District,Q728922,Q831889
Tuamasaga,Q1144482,Q1070167
Tubas Governorate,Q948228,Q50495
Tubuai,Q598544,Q84598477
Tucumán Province,Q44829,Q44753
Tukums Municipality,Q369007,Q110211119
Tukums Municipality,Q97232977,Q3345345
Tula Oblast,Q2792,Q835714
Tula Viceroyalty,Q24082797,Q4312761
Tulcea County,Q191078,Q1776764
Tulcea County,Q18548731,Q41720204
Tulkarm Governorate,Q1093157,Q50495
Tumaraa,Q1543922,Q84598477
Tumbes Department,Q209597,Q861184
Tunapuna–Piarco,Q1899163,Q20732239
Tunceli Province,Q620742,Q48336
Tungurahua Province,Q504252,Q719987
Tunis eyalet,Q20018403,Q44565
Tunis Governorate,Q328109,Q690084
Tunis vilayet,Q3382803,Q1462047
Turda County,Q11686703,Q41720204
Tureia,Q1527645,Q84598477
Turgay Oblast,Q1586591,Q836672
Turkana County,Q1633078,Q269218
Turkistan Region,Q815330,Q836672
Turkmen Soviet Socialist Republic,Q199707,Q236036
Turks and Caicos Islands,Q18221,Q46395
Turku and Pori Province,Q1138022,Q64624092
Turuberan,Q2726016,Q4073603
Tuscany,Q1273,Q16110
Tutong District,Q40398,Q50427
Tutova County,Q7856979,Q41720204
Tuva,Q960,Q41162
Tuyên Quang,Q2332060,Q2824648
Tuyên Đức,Q10830121,Q10831626
Tuzi Municipality,Q12750439,Q838549
Tver Oblast,Q2292,Q835714
Tver Viceroyalty,Q4453242,Q4312761
Twic,Q25101055,Q496539
Tyrol,Q42880,Q261543
Tyumen Oblast,Q5824,Q835714
Táchira,Q41144,Q501094
Tân An,Q7862053,Q10831631
Târnava-Mare County,Q1787552,Q41720204
Târnava-Mică County,Q7862124,Q41720204
Tây Ninh,Q36608,Q2824648
Tébessa Province,Q267224,Q240601
Töv Province,Q276195,Q50399
Tērvete Municipality,Q2269685,Q110211119
Ua-Huka,Q1575523,Q84598477
Ua-Pou,Q1575514,Q84598477
Uaboe District,Q473764,Q319796
Uasin Gishu County,Q1121429,Q269218
Ubon Ratchathani,Q629024,Q50198
Ucayali Department,Q207424,Q861184
Udmurtia,Q5422,Q41162
Udomsai,Q465961,Q15673297
Udon Thani,Q380752,Q50198
Ufa and Simbirsk Governorate-General,Q109986203,Q671370
Ufa Viceroyalty,Q4479136,Q4312761
Ujar District,Q476703,Q13417250
Ukmergė District Municipality,Q68929,Q17301072
Ulaanbaatar,Q23430,Q10864048
Ulcinj Municipality,Q3305169,Q838549
Ulsan,Q41278,Q482821
Ulyanovsk Oblast,Q5634,Q43263
Ulytau Region,Q111830286,Q836672
Umbria,Q1280,Q16110
Umm Salal Municipality,Q990414,Q685320
Undivided Assam,Q7884006,Q12443800
Ungheni,Q858713,Q1963041
Ungheni County,Q7884490,Q4469598
Ungheni District,Q854443,Q15068450
Unguja North Region,Q147116,Q845820
Unguja South Region,Q643120,Q845820
United States Minor Outlying Islands,Q16645,Q462778
United States Virgin Islands,Q11703,Q462778
Unity,Q319965,Q496539
Upper Armenia,Q2379505,Q4073603
Upper Austria,Q1775152,Q26830017
Upper Austria,Q41967,Q261543
Upper Demerara-Berbice,Q1309042,Q2087773
Upper East Region,Q712828,Q1052743
Upper Nile,Q487702,Q496539
Upper Normandy,Q16961,Q36784
Upper North Province,Q7898827,Q18592110
Upper River Division,Q824373,Q15646510
Upper South Province,Q7898928,Q18592110
Upper Takutu-Upper Essequibo,Q1516381,Q2087773
Upper West Region,Q715805,Q1052743
Uppland County,Q5177925,Q64624092
Uppsala County,Q104926,Q200547
Ura-Tyube vilayat,Q136655044,Q136655001
Urfa sanjak,Q12216996,Q330425
Uruzgan Province,Q183028,Q158683
Uršna Sela,Q1872971,Q20522070
Usulután Department,Q1122748,Q475214
Utah,Q829,Q35657
Utena District Municipality,Q2089798,Q17301072
Uthai Thani,Q244649,Q50198
Utik,Q2280003,Q4073603
Utrecht,Q776,Q134390
Uttar Pradesh,Q1498,Q12443800
Uttaradit,Q273794,Q50198
Uttarakhand,Q1499,Q12443800
Uturoa,Q2119874,Q84598477
Uusimaa,Q5711,Q193512
Uva Province,Q876293,Q861559
Uvs Province,Q192942,Q50399
Uyvar eyalet,Q3138506,Q44565
Uzeyr Sanjak,Q50738603,Q330425
Uíge Province,Q216972,Q329028
Uşak Province,Q483078,Q48336
Va'a-o-Fonoti,Q1154109,Q1070167
Vaasa Province,Q1337549,Q64624092
Vaavu Atoll,Q2709111,Q757549
Vacoas-Phoenix,Q676724,Q10864048
Vadstena County,Q10711979,Q10671645
Vaduz,Q1844,Q203300
Vaisigano,Q1193139,Q1070167
Vaitupu,Q632495,Q59369306
Vaiņode Municipality,Q511151,Q110211119
Vakaga Prefecture,Q848585,Q843886
Vakinankaratra,Q1463029,Q971831
Valandovo Municipality,Q2018965,Q646793
Vale,Q1809806,Q3365965
Valencian Community,Q5720,Q10742
Valga County,Q192362,Q189672
Valka Municipality,Q1945263,Q3345345
Valle del Cauca Department,Q13990,Q215655
Valle Department,Q867097,Q728145
Vallée du Bandama District,Q21002356,Q20717263
Valmiera,Q108037,Q109329953
Valmiera Municipality,Q97233086,Q3345345
Valparaíso Region,Q219458,Q590080
Valverde Province,Q1774848,Q913337
Van,Q83061,Q2716259
Van eyalet,Q3854047,Q44565
Van Metropolitan Municipality,Q28479200,Q2716259
Van Province,Q80550,Q48336
Van vilayet,Q3975923,Q1462047
Varakļāni Municipality,Q432596,Q110211119
Varat eyalet,Q2564317,Q44565
Varaždin County,Q57967,Q57053
Vargas state,Q205843,Q501094
Varna,Q183487,Q209824
Varna Oblast,Q91611326,Q91610157
Varėna District Municipality,Q1351747,Q17301072
Vas County,Q187677,Q188604
Vasilevo Municipality,Q2018980,Q646793
Vaslui County,Q167199,Q1776764
Vaslui County,Q12731493,Q41720204
Vaspurakan,Q1322562,Q4073603
Vatovavy,Q107377358,Q971831
Vatovavy-Fitovinany,Q1462671,Q971831
Vaupés Department,Q234505,Q215655
Vava‘u,Q4102091,Q20740204
Vayots Dzor Province,Q200124,Q514860
Vecpiebalga Municipality,Q1920815,Q110211119
Vecumnieki Municipality,Q2299436,Q110211119
Vejle County,Q853028,Q876730
Veles Municipality,Q2088561,Q646793
Veliko Tarnovo,Q2012621,Q209824
Veneto,Q1243,Q16110
Ventspils,Q104036,Q109329953
Ventspils Municipality,Q1345325,Q3345345
Veracruz,Q60130,Q15149663
Veraguas Province,Q593137,Q1382893
Verbano Department,Q3708639,Q92938359
Verdun,Q54810223,Q57318
Vere Parish,Q60770124,Q936955
Vermont,Q16551,Q35657
Vest-Agder,Q50623,Q83640434
Vestfold,Q50619,Q192299
Vestfold og Telemark,Q56405721,Q83640434
Vestland,Q56407177,Q192299
Veszprém,Q146317,Q681277
Veszprém County,Q188890,Q188604
Vevčani Municipality,Q2029825,Q646793
Viana do Castelo,Q326214,Q3032141
Viborg County,Q756891,Q876730
Vichada Department,Q268729,Q215655
Victoria,Q36687,Q5852411
Vidin,Q2012772,Q209824
Vidin eyalet,Q3656748,Q44565
Vienna,Q1741,Q261543
Vientiane Province,Q720066,Q15673297
Viesīte Municipality,Q2093996,Q110211119
Vihiga County,Q1313202,Q269218
Viken,Q56407178,Q83640434
Vila Real,Q379372,Q3032141
vilayet of Tajik ASSR,Q136655001,Q10864048
Viljandi County,Q192061,Q189672
Vilkaviškis District Municipality,Q2021318,Q17301072
Villa Clara Province,Q115434,Q115291
Vilna Governorate-General,Q1972183,Q671370
Vilnius City Municipality,Q923117,Q17166803
Vilnius District Municipality,Q118903,Q17301072
Vindhya Pradesh,Q970343,Q12443800
Vinica Municipality,Q2479526,Q646793
Vinnytsia Oblast,Q166709,Q3348196
Viqueque Municipality,Q610726,Q741821
Virginia,Q1370,Q35657
Virovitica-Podravina County,Q58092,Q57053
Visaginas Municipality,Q2558824,Q1363145
Viseu,Q273525,Q3032141
Vitebsk Region,Q185700,Q209325
Vize sanjak,Q16933251,Q330425
Vič District,Q7938065,Q12806962
Viļaka Municipality,Q1869075,Q110211119
Viļāni Municipality,Q2018681,Q110211119
Vladimir Oblast,Q2702,Q835714
Vladimir Viceroyalty,Q4113312,Q4312761
Vlașca County,Q716374,Q41720204
Vlorë County,Q192849,Q104251
Voivodes of the Second Polish Republic,Q9377071,Q150093
Vojvodina,Q44749,Q15629146
Volgograd Oblast,Q3819,Q835714
Volhynian Viceroyalty,Q12090318,Q4312761
Volhynian Voivodeship,Q1586886,Q84582639
Vologda Oblast,Q2015,Q835714
Vologda Viceroyalty,Q4123726,Q4312761
Volta Region,Q712832,Q1052743
Volyn Oblast,Q167859,Q3348196
Vorarlberg,Q38981,Q261543
Voronezh Oblast,Q3447,Q43263
Voronezh Viceroyalty,Q15966931,Q4312761
Voznesensk Viceroyalty,Q1440565,Q4312761
Vrancea County,Q182778,Q1776764
Vraneštica Municipality,Q1998500,Q646793
Vrapčište Municipality,Q1996740,Q646793
Vratsa,Q2012785,Q209824
Vukovar-Srijem County,Q58225,Q57053
Vushtrri sanjak,Q7418376,Q330425
Vyatka Viceroyalty,Q4130509,Q4312761
Vyborg Viceroyalty,Q16694398,Q4312761
Vysočina Region,Q190930,Q38911
Vâlcea County,Q186838,Q1776764
Vâlcea County,Q18549125,Q41720204
Värmland County,Q106789,Q200547
Västerbotten County,Q104877,Q200547
Västernorrland County,Q104891,Q200547
